Age,EdLevel,Employment,YearsCode,WorkExp,Country,JobSat,Salary,lgr_pred,svr_pred,rfr_pred,lgr_pred_raw,svr_pred_raw,rfr_pred_raw,xgb_pred,xgb_pred_raw
42,College/University course,Employed,31,23,Canada,6,109438,11.500345729674844,11.529174982148572,11.38729984,98748.90588255311,101637.22586026296,88193.49661194831,11.523040771484375,101015.66391629133
47,College/University course,Employed,30,30,Italy,4,34804,11.02229377439952,11.410092237161638,11.144837586050949,61222.95260711767,90226.74357,69204.63618512188,11.007617950439453,60331.001722557674
47,Professional degree,Employed,30,21,Switzerland,7,164911,12.005991782430314,11.598283015380748,12.23371395759047,163731.91012960812,108909.64075328757,205604.37548788858,12.130756378173828,185489.02354853277
32,Master’s degree,"Independent contractor, freelancer, or self-employed",13,11,France,6,78890,11.229903556890074,11.279342334500761,11.372360639470086,75349.32798686366,79168.17793,86885.73383473311,11.369203567504883,86611.85871240914
59,School,"Independent contractor, freelancer, or self-employed",35,35,United Kingdom of Great Britain and Northern Ireland,9,68071,11.681128617494759,11.551174630031888,11.648389231052661,118316.6951618734,103898.00806567573,114505.77047939245,11.65783405303955,115592.38992888313
47,Master’s degree,Employed,29,28,Germany,6,119495,11.581122349659676,11.539710845631163,11.375692238191919,107056.60677670874,102713.73334240212,87175.68830389355,11.495170593261719,98239.18173245291
32,Professional degree,Employed,8,8,Canada,0,58367,11.398148740533452,11.157294628463639,11.361789836273836,89155.51864044869,70072.12568914452,85972.10865448935,11.497096061706543,98428.52232856689
32,Bachelor’s degree,Employed,15,9,Italy,8,52207,10.905869787327712,11.20845963172719,11.009666375794147,54494.30266630481,73750.72263759602,60454.71399,10.922898292541504,55430.22225205119
32,Secondary school,Employed,3,3,France,9,48726,10.872383390295807,10.84260983616722,10.836499886337581,52699.666963107295,51153.70933065639,50842.10952206807,10.57769775390625,39248.64795638484
42,Master’s degree,Employed,22,14,France,8,92812,11.165172715740923,11.379693041949764,11.379001004144559,70626.34813,87525.16375,87464.61329100332,11.276040077209473,78907.17212581527
42,Bachelor’s degree,Employed,26,24,United Kingdom of Great Britain and Northern Ireland,8,163370,11.679453718220001,11.665639219707383,11.603560980190197,118118.69080502093,116498.14579245237,109485.98691199515,11.642136573791504,113792.03259402857
42,Bachelor’s degree,Employed,20,15,Netherlands,6,127616,11.30900698269876,11.465661650668025,11.379001004144559,81551.88485369991,95382.57288876962,87464.61329100332,11.406573295593262,89909.79540262288
42,Master’s degree,Employed,26,16,Brazil,8,70994,10.662720194635334,11.391477543755698,10.944829017018208,42731.72053466491,88562.71750563197,56659.297105064405,10.984212875366211,58935.32338
32,Bachelor’s degree,Employed,10,3,United States of America,7,200000,11.802060948115827,11.362912765499045,11.508469896429515,133526.2623209365,86068.70459583196,99554.43427791452,11.486148834228516,97356.86847870676
42,Bachelor’s degree,Employed,18,15,South Africa,10,214240,10.955209647408534,11.485594795273132,11.362120094764458,57250.53008349115,97302.94337,86000.50669267621,11.137600898742676,68705.62440992398
59,Bachelor’s degree,Employed,46,43,United Kingdom of Great Britain and Northern Ireland,10,163370,11.90918109054244,11.637213327261787,11.564482140068007,148623.91922967008,113233.17825884592,105289.88583136552,11.72882080078125,124096.24868243826
47,Bachelor’s degree,Employed,25,20,Belgium,9,81210,11.284823701254156,11.519535438020698,11.362120094764458,79603.32473944512,100662.18671355209,86000.50669267621,11.290367126464844,80045.83072633993
32,Bachelor’s degree,Employed,15,10,India,10,232479,10.513898854492497,11.23593031946898,10.390958993711934,36822.77055,75804.81771,32562.880523491454,10.476819038391113,35482.356636580065
32,Bachelor’s degree,Employed,13,6,Germany,5,69609,11.238430129864009,11.11916798237469,11.110934257796485,75994.55493525694,67450.76186684173,66897.66279476733,11.212788581848145,74070.68221108092
32,Bachelor’s degree,Employed,15,12,Germany,7,98612,11.39777412442383,11.43487718678938,11.375692238191919,89122.12542749639,92490.9772,87175.68830389355,11.418440818786621,90983.17040612582
42,Secondary school,Employed,25,25,Bulgaria,6,35584,11.064088448063593,11.47965130146593,11.375692238191919,63836.013375467155,96726.33321864897,87175.68830389355,10.793231964111328,48689.14679738607
59,Bachelor’s degree,Employed,38,38,United States of America,7,99000,12.196524880736423,11.862134755046817,11.981909627095211,198098.53407920938,141793.59212999482,159835.96837748904,12.075910568237305,175589.62462459598
59,Bachelor’s degree,Employed,20,20,United States of America,4,240000,11.783394456879867,11.715729244174437,11.934805310593726,131056.89575506544,122482.21071355727,152481.52992427244,11.684309959411621,118693.70358337245
32,Bachelor’s degree,Employed,10,8,United States of America,10,150000,11.950216924925538,11.710544541198733,11.863401264644635,154849.7339170599,121848.81504955495,141973.2901124355,11.93684196472168,152792.40055880757
32,Bachelor’s degree,Employed,11,11,United Kingdom of Great Britain and Northern Ireland,9,156563,11.549844383847786,11.462942893070128,11.572947192835352,103759.88869341584,95123.60027666151,106184.96182372748,11.663602828979492,116261.14940267848
42,Bachelor’s degree,Employed,20,15,Canada,7,109438,11.437369254605986,11.501611516987591,11.38729984,92721.76092674828,98873.9814,88193.49661194831,11.59735107421875,108808.1897247274
47,Master’s degree,Employed,43,29,Sweden,9,115304,11.50475682774165,11.525361118849489,11.362120094764458,99185.46354294453,101250.32981415399,86000.50669267621,11.412079811096191,90406.25622152488
42,Bachelor’s degree,Employed,16,13,United States of America,7,160000,11.890213532500177,11.874928343163365,12.077708240452246,145831.43447609013,143619.3075624238,175905.56290333762,12.066303253173828,173910.74783418508
32,Bachelor’s degree,Employed,14,10,United States of America,9,230000,11.979600912904322,11.79791120357908,12.045192471587548,159467.3761511404,132973.30640002838,170277.8168382993,12.063682556152344,173455.5745308079
42,Bachelor’s degree,Employed,22,15,United States of America,7,175000,11.929912498369877,11.927690603045356,12.079751156636265,151737.2837510689,151400.5114428088,176265.29259125746,12.086417198181152,177444.2160313881
59,Bachelor’s degree,Employed,35,30,United States of America,4,104000,11.990037500300396,11.809082876215815,12.063154508304576,161140.39692375326,134467.18082118098,173364.00533853096,12.070199012756348,174589.58763208747
32,Bachelor’s degree,Employed,15,14,United States of America,5,135000,11.988205865780783,11.89141238448203,12.067819923905203,160845.5149190798,146006.37081961904,174174.71481686571,12.057849884033203,172446.80397846634
42,Secondary school,"Independent contractor, freelancer, or self-employed",25,15,Czech Republic,2,117014,10.88398271643717,11.265477405739732,11.375692238191919,53314.51822,78078.07746313741,87175.68830389355,11.580512046813965,106991.2891484325
32,Associate degree,Employed,15,7,Canada,4,73688,11.176721997354191,11.088435296429193,11.122314877820193,71446.77179477147,65409.318251424265,67663.35984541135,11.22448444366455,74942.10043062043
32,Master’s degree,Employed,16,13,Germany,2,52207,11.408143824192447,11.415348886451365,11.38671276174602,90051.11382143981,90702.28796617067,88141.73444048826,11.499631881713867,98678.43862
47,Secondary school,"Independent contractor, freelancer, or self-employed",30,30,Czech Republic,10,90000,11.28848955034033,11.494599861149911,11.38671276174602,79895.67771409167,98183.12890316476,88141.73444048826,10.859831809997559,52042.32428456508
32,Master’s degree,Employed,14,10,Germany,3,126456,11.328735428175701,11.27327339372661,11.359745778413123,83176.77204345663,78689.15991379014,85796.55412886299,11.357565879821777,85609.72787
42,Master’s degree,Employed,28,17,Germany,7,98612,11.453507004799512,11.537579814512775,11.38671276174602,94230.23664482105,102495.07811263006,88141.73444048826,11.545832633972168,103344.45981664235
47,College/University course,Employed,37,28,Ireland,8,201139,11.746268672800625,11.534401661110584,11.362120094764458,126280.48128933966,102169.84694429133,86000.50669267621,11.710417747497559,121833.36623994402
42,Secondary school,Employed,35,25,United States of America,8,250000,12.03563165221461,11.980727816393903,12.07031364573035,168657.56961510642,159647.18291410906,174609.60261754724,11.993873596191406,161759.7379406298
42,Bachelor’s degree,Employed,14,14,United States of America,8,173250,11.928047360255501,11.918040834422294,12.084307581042662,151454.5347,149946.54837430042,177070.2691435739,12.099040985107422,179698.44514759473
32,College/University course,Employed,14,11,Spain,7,96524,11.046241578777165,11.239949783340553,11.372360639470086,62706.82871889684,76110.12963902454,86885.73383473311,11.358007431030273,85647.53773384381
42,Bachelor’s degree,Employed,26,22,United States of America,10,205000,12.124588789948305,12.060851846397457,12.094405571152103,184348.5181624565,172965.26360459684,178867.3914588026,12.170927047729492,193091.96729338713
42,Bachelor’s degree,Employed,23,15,Portugal,6,81210,11.007770505471399,11.428807041685076,11.364928252969344,60340.20637509798,91931.23804721376,86242.35194,11.469447135925293,95744.33027936453
32,Associate degree,Employed,11,6,United States of America,6,120000,11.680737752118917,11.468324841187473,11.690969622916212,118270.45790834466,95636.93607426906,119486.8083431722,11.665106773376465,116436.13276049074
32,Bachelor’s degree,Employed,10,7,United Kingdom of Great Britain and Northern Ireland,7,118443,11.428678460200082,11.236379310306424,11.170596069750987,91919.41802346124,75838.86146907764,71010.42579391383,11.347068786621094,84715.76429540874
32,Master’s degree,Employed,20,12,India,10,116240,10.63713269270568,11.31528481723139,10.576982057149907,41652.16739929141,82065.47078747304,39220.56716052075,10.748784065246582,46572.36383859365
42,Master’s degree,Employed,25,20,United States of America,6,300000,12.068017304186768,11.993155882711337,12.180104111706212,174209.09706157492,161643.68173099868,194872.1497381118,12.221707344055176,203150.51197780095
42,Master’s degree,Employed,23,17,Germany,6,104413,11.423995389323021,11.518171769112303,11.364928252969344,91489.95457956719,100525.00900935382,86242.35194,11.491716384887695,97900.42507890622
32,Bachelor’s degree,Employed,11,8,Canada,7,72958,11.43260879594142,11.266414985545435,11.326609269395256,92281.40703095811,78151.31715807907,83000.11076460368,11.475293159484863,96305.69902
65,Bachelor’s degree,Employed,52,46,United States of America,8,195000,12.307464780082306,11.856574387669642,11.96551892723519,221341.10722516026,141007.35002885136,157237.48227957726,11.987374305725098,160711.81697881452
42,Bachelor’s degree,Employed,25,20,Ireland,8,129936,11.741338030563874,11.601253053201273,11.364928252969344,125659.36499343764,109233.5903084646,86242.35194,11.787012100219727,131531.87511371844
32,Bachelor’s degree,Employed,12,5,United States of America,7,120000,11.843563300310246,11.494208092053622,11.677825519434803,139184.56200996283,98144.67092952908,117926.52495250116,11.73235798,124535.97999073048
42,Bachelor’s degree,Employed,10,10,United States of America,5,175000,11.79031722619995,11.74122484755792,11.949133138783008,131967.32705186598,125645.14318044734,154681.99974788234,11.964862823486328,157134.35135788014
47,College/University course,Employed,36,26,United States of America,8,120000,12.030862617381807,11.921601066269767,12.079288757899866,167855.14593583907,150481.34785164573,176183.80612136575,12.038214683532715,169093.78311652027
32,Master’s degree,Employed,12,9,United States of America,10,330000,12.032523654222814,11.767265828696486,11.937968632964102,168134.1928676865,128960.0666269007,152964.64504384418,12.059479713439941,172728.09364533648
32,Bachelor’s degree,Employed,12,1,Germany,8,55687,11.199553360615845,10.872638289136486,10.912245794976053,73096.78619110286,52713.10201,54842.87520259299,10.922040939331055,55382.718482358825
47,Professional degree,Employed,41,25,France,3,185623,11.289165338847676,11.432551341432756,11.38671276174602,79949.68921878749,92276.10514,88141.73444048826,11.313533782958984,81921.89532397238
42,Secondary school,Employed,14,14,United Kingdom of Great Britain and Northern Ireland,5,176984,11.317792615912717,11.412341345455724,11.560310539770326,82271.53525079382,90429.90392,104851.56921718843,11.473435401916504,96126.95061259466
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",30,25,Canada,9,167804,11.735992173744348,11.642472472228652,11.395085023691616,124989.3950515278,113830.2619160606,88882.78631337262,11.522871971130371,100998.61370674316
32,Secondary school,Employed,12,8,Italy,3,40605,10.697554938439488,11.01440177596467,11.094663547167153,44246.53481282189,60741.67488844293,65817.98142164914,10.661295890808105,42670.89948137101
42,College/University course,Employed,25,23,Portugal,9,63808,11.144962252913523,11.523670579186115,11.364928252969344,69213.26437247085,101079.30502795741,86242.35194,11.332911491394043,83524.85397808849
